text,label,idiom_string,source
oh yes they are they 're nice presents and erm she said she is is sort of in charge of his suits and he can only wear a suit she takes a suit to the cleaners every three weeks.,0,take someone to the cleaners,MAGPIE
was a bit out of order we have nothing to do with it hmm,1,out of order,MAGPIE
the men carried the day.,1,carry the day,MAGPIE
but when you 've a bun in the oven,1,have a bun in the oven,MAGPIE
"” the aim is to keep the peace and generate goodwill, ” says lieutenant ~ colonel andreas ~ steffan from the bundeswehr’s ~ press ~ and ~ information ~ centre.",1,keep the peace,MAGPIE
can you see items on your shelves or in your cabinets which you have not used for at least a year?,0,on the shelf,MAGPIE
wood mice make short work of fruit crops,1,make short work of,MAGPIE
"free and easy atmosphere, singalong and honky tonk.",1,free and easy,MAGPIE
"the house of lords held that a provision in the betting and lotteries act 1934 that required track owners to provide available space for bookmakers on the track, was passed for the benefit of the race - going public rather than bookmakers ( cutler v wandsworth stadium [ 1949]ac 398 ).",1,go public,MAGPIE
"in 1784 he began experimenting with small model balloons, and on 4 october that year he became the first englishman to fly a hot - air balloon, with a short flight in oxford.",0,hot air,MAGPIE
"burke, who joined the midlands club two years ago for £ 15,000, has had an inconsistent season.",0,join the club,MAGPIE
"however, some companies employ large numbers of legal staff, so there is opportunity both for those who like to go it alone and for those who thrive on team spirit.",1,go it alone,MAGPIE
aircraft accidents are not caused by ‘ acts of god’.,1,act of god,MAGPIE
gone with the wind,1,gone with the wind,MAGPIE
"i invite him to read the prime minister's response to the right hon. member for chesterfield, which was far and away the most interesting part of the debate — amended text or not, it reveals the muddle to which the other 11 nations of europe do not subscribe.",1,far and away,MAGPIE
"me sister never showed ' er legs in all ' er life, nor me, neither.",0,show a leg,MAGPIE
"tom shook his head, adjusting the glasses on his nose.",0,on the nose,MAGPIE
i told her to think twice.’,1,think twice,MAGPIE
‘ i 'm between a rock and a hard place.,1,between a rock and a hard place,MAGPIE
"new marske harrier tony livingstone turned the tables on north - east half marathon champion kevin vose to win last night's second northern echo cleveland midweek series event at hutton gate, guisborough.",1,turn the tables,MAGPIE
what in the world would the company be like in a few years ' time if such people were in the driving seat?,0,in the driving seat,MAGPIE
"i want at the end erm, chairman to give you my views of what is meant by er, an integrated and balanced community because i think that's that's quite important, but before i do that, i 'd like to mop up one or two er points right at the end in response to some of the contributions that have been made, and i 'll deal with them, wincup, curtis, brook, er and thomas, if that's acceptable er to you, and really as far as mr wincup is concerned, he's quite properly raised the issue of procedural issues about how the greater york authorities is going to address moving towards er an agreed location, and quite clearly i 've got to reaffirm again that the county council will want to look at both the greenbelt local plan report and your panel report before er it moves erm er forward or looks at any conclusions it may be moving to in the light of those er in the light of those reports, and quite clearly, as we all know, there are a number of options.",1,in light of,MAGPIE
"martel and melissa ( above, left and right ) are the joint owners.",0,left and right,MAGPIE
this is not a good weekend to be entertaining visitors or for getting to grips with a backlog of personal or professional paperwork.,1,get to grips with,MAGPIE
"well he has an army of people sleeping rough in london, and if this the cold",1,sleep rough,MAGPIE
"in this case quality and efficiency, far from being alternatives, go hand in hand.",1,go hand in hand,MAGPIE
"in the cameos of street life, certain characters appeared larger than life, as the source of ritualized conflict.",1,larger than life,MAGPIE
the pilot vessel hadrian towed a dive support vessel safely back into south shields yesterday after it broke down with four divers on board.,0,on board,MAGPIE
to we 'll pick up all your tab but er we 'll pay this separately.,1,pick up the tab,MAGPIE
"a shrub rose may be a true species, pure and simple, it may be ancient, or it can just as well be a highly cross - bred product of more recent times.",1,pure and simple,MAGPIE
"on the face of it, this approach is consonant with the requirements of the act.",1,on the face of it,MAGPIE
"growth will no longer be generated from the west on the back of emerging - economy surpluses, but will need to come from within the emerging world itself, which should be nudged away from purely export - oriented economic policies.",1,on the back of,MAGPIE
"aabida continued pouring water into various containers at teacher's suggestion, but remained convinced that a taller container held more water than a shorter, fatter one.",0,hold water,MAGPIE
"if anyone in the ssd can shed any light on the matter, or better still on the origins of the letter, she or he will immediately be nominated reader of the week, be the envy of all and sundry, and receive a special prize.",1,all and sundry,MAGPIE
i felt on top of the world and couldn't believe the heat.,1,on top of the world,MAGPIE
in there they can't get their legs under those tables.,0,under the table,MAGPIE
"over the summer, word of mouth made quadrant park one of the most queued - for nights in the north ; now coachloads from glasgow, newcastle and even manchester begin lining up amid the warehouses and oil tanks at 8 pm.",1,word of mouth,MAGPIE
the so - called ' hard ' deep - discounters turn this logic on its head.,1,turn something on its head,MAGPIE
"so you know i mean more than that by all means, you know, er so much the better, you know y the more the merrier but erm certainly you know kind of it's a good idea to at least try and get that many erm",1,the more the merrier,MAGPIE
he led leeds to the english championship last season but the team's fortunes have taken a dive this year.,1,take a dive,MAGPIE
"now soccer bosses in gwent, south wales, have put the boot in — and banished jolosa.",1,put the boot in,MAGPIE
